image_path,seme,numero
output\10.cuori\1.jpg,cuori,10
output\10.cuori\2.jpg,cuori,10
output\10.cuori\3.jpg,cuori,10
output\10.cuori\4.jpg,cuori,10
output\10.cuori\5.jpg,cuori,10
output\10.cuori\6.jpg,cuori,10
output\10.cuori\7.jpg,cuori,10
output\10.cuori\8.jpg,cuori,10
output\10.cuori\9.jpg,cuori,10
output\10.cuori\10.jpg,cuori,10
output\10.cuori\11.jpg,cuori,10
output\10.cuori\12.jpg,cuori,10
output\10.cuori\13.jpg,cuori,10
output\10.cuori\14.jpg,cuori,10
output\10.cuori\15.jpg,cuori,10
output\10.cuori\16.jpg,cuori,10
output\10.cuori\17.jpg,cuori,10
output\10.cuori\18.jpg,cuori,10
output\10.cuori\19.jpg,cuori,10
output\10.cuori\20.jpg,cuori,10
output\10.cuori\21.jpg,cuori,10
output\10.cuori\22.jpg,cuori,10
output\10.cuori\23.jpg,cuori,10
output\10.cuori\24.jpg,cuori,10
output\10.cuori\25.jpg,cuori,10
output\10.cuori\26.jpg,cuori,10
output\10.cuori\27.jpg,cuori,10
output\10.cuori\28.jpg,cuori,10
output\10.cuori\29.jpg,cuori,10
output\10.cuori\30.jpg,cuori,10
output\10.cuori\31.jpg,cuori,10
output\10.cuori\32.jpg,cuori,10
output\10.cuori\33.jpg,cuori,10
output\10.cuori\34.jpg,cuori,10
output\10.cuori\35.jpg,cuori,10
output\10.cuori\36.jpg,cuori,10
output\10.cuori\37.jpg,cuori,10
output\10.cuori\38.jpg,cuori,10
output\10.cuori\39.jpg,cuori,10
output\10.cuori\40.jpg,cuori,10
output\10.cuori\41.jpg,cuori,10
output\10.cuori\42.jpg,cuori,10
output\10.cuori\43.jpg,cuori,10
output\10.cuori\44.jpg,cuori,10
output\10.cuori\45.jpg,cuori,10
output\10.cuori\46.jpg,cuori,10
output\10.cuori\47.jpg,cuori,10
output\10.cuori\48.jpg,cuori,10
output\10.cuori\49.jpg,cuori,10
output\10.cuori\50.jpg,cuori,10
output\10.fiori\1.jpg,fiori,10
output\10.fiori\2.jpg,fiori,10
output\10.fiori\3.jpg,fiori,10
output\10.fiori\4.jpg,fiori,10
output\10.fiori\5.jpg,fiori,10
output\10.fiori\6.jpg,fiori,10
output\10.fiori\7.jpg,fiori,10
output\10.fiori\8.jpg,fiori,10
output\10.fiori\9.jpg,fiori,10
output\10.fiori\10.jpg,fiori,10
output\10.fiori\11.jpg,fiori,10
output\10.fiori\12.jpg,fiori,10
output\10.fiori\13.jpg,fiori,10
output\10.fiori\14.jpg,fiori,10
output\10.fiori\15.jpg,fiori,10
output\10.fiori\16.jpg,fiori,10
output\10.fiori\17.jpg,fiori,10
output\10.fiori\18.jpg,fiori,10
output\10.fiori\19.jpg,fiori,10
output\10.fiori\20.jpg,fiori,10
output\10.fiori\21.jpg,fiori,10
output\10.fiori\22.jpg,fiori,10
output\10.fiori\23.jpg,fiori,10
output\10.fiori\24.jpg,fiori,10
output\10.fiori\25.jpg,fiori,10
output\10.fiori\26.jpg,fiori,10
output\10.fiori\27.jpg,fiori,10
output\10.fiori\28.jpg,fiori,10
output\10.fiori\29.jpg,fiori,10
output\10.fiori\30.jpg,fiori,10
output\10.fiori\31.jpg,fiori,10
output\10.fiori\32.jpg,fiori,10
output\10.fiori\33.jpg,fiori,10
output\10.fiori\34.jpg,fiori,10
output\10.fiori\35.jpg,fiori,10
output\10.fiori\36.jpg,fiori,10
output\10.fiori\37.jpg,fiori,10
output\10.fiori\38.jpg,fiori,10
output\10.fiori\39.jpg,fiori,10
output\10.fiori\40.jpg,fiori,10
output\10.fiori\41.jpg,fiori,10
output\10.fiori\42.jpg,fiori,10
output\10.fiori\43.jpg,fiori,10
output\10.fiori\44.jpg,fiori,10
output\10.fiori\45.jpg,fiori,10
output\10.fiori\46.jpg,fiori,10
output\10.fiori\47.jpg,fiori,10
output\10.fiori\48.jpg,fiori,10
output\10.fiori\49.jpg,fiori,10
output\10.fiori\50.jpg,fiori,10
output\10.picche\1.jpg,picche,10
output\10.picche\2.jpg,picche,10
output\10.picche\3.jpg,picche,10
output\10.picche\4.jpg,picche,10
output\10.picche\5.jpg,picche,10
output\10.picche\6.jpg,picche,10
output\10.picche\7.jpg,picche,10
output\10.picche\8.jpg,picche,10
output\10.picche\9.jpg,picche,10
output\10.picche\10.jpg,picche,10
output\10.picche\11.jpg,picche,10
